,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
154,V-Neck,The Sandtrap > Sand Rock > Alabama,https://www.mountainproject.com/route/106231764/v-neck,2.0,-1,Trad,5.9+,1,70.0,34.1804,-85.81700000000001
155,Autumn Regatta,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116741596/autumn-regatta,2.0,-1,Trad,5.10c/d,1,80.0,34.180409999999995,-85.81555
156,Liquid Spirit,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/105930667/liquid-spirit,2.0,-1,Sport,5.12b,1,,34.180409999999995,-85.81555
157,Hairbrained,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/107906006/hairbrained,2.0,-1,Trad,5.10,1,100.0,34.17948,-85.81775
158,Shallow Stemming Corner,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106104465/shallow-stemming-corner,2.0,-1,Trad,5.8 PG13,1,40.0,34.1804,-85.81700000000001
159,Danger Noodles,Boy Scout Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/118579310/danger-noodles,2.0,-1,Trad,5.7+,1,,34.17985,-85.81742
160,Changing Landscapes,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116620728/changing-landscapes,2.0,-1,Sport,5.11d,1,100.0,34.180409999999995,-85.81555
161,Rant,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/110657379/rant,2.0,-1,Sport,5.13a,1,60.0,34.180409999999995,-85.81555
162,Abandoned Ship,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106319216/abandoned-ship,2.0,-1,Sport,5.12d,1,35.0,34.180409999999995,-85.81555
163,Crucified By Love,Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/106302996/crucified-by-love,2.0,-1,Sport,5.13a,1,,34.18027,-85.81621
164,Pretty Vacant,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/107815101/pretty-vacant,2.0,-1,Sport,5.12b/c,1,,34.180409999999995,-85.81555
165,Unknown 2,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/108657519/unknown-2,2.0,-1,Trad,5.9+,1,75.0,34.180409999999995,-85.81555
166,Fred,The Flintstone > Sand Rock > Alabama,https://www.mountainproject.com/route/105956451/fred,2.0,-1,Trad,5.10b/c,1,60.0,34.17889,-85.81983000000001
167,Fuzzy Logic,The Basement > Sand Rock > Alabama,https://www.mountainproject.com/route/106108726/fuzzy-logic,2.0,-1,Sport,5.12a,1,40.0,34.1804,-85.81700000000001
168,Turtles Tail,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106302903/turtles-tail,2.0,-1,Trad,5.11c/d,1,,34.1804,-85.81700000000001
169,Turtle Soup,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106302907/turtle-soup,2.0,-1,Trad,5.11b/c,1,,34.1804,-85.81700000000001
170,Magical Branding Iron,The Pinnacle > Sand Rock > Alabama,https://www.mountainproject.com/route/106447880/magical-branding-iron,1.5,-1,Trad,5.8,1,80.0,34.17948,-85.81775
171,Escalator,New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama,https://www.mountainproject.com/route/116138845/escalator,1.4,-1,Sport,5.4,1,25.0,34.180690000000006,-85.81316
172,Snuff the Rooster,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/108084483/snuff-the-rooster,1.5,-1,Sport,5.10d PG13,1,90.0,34.1792,-85.81933000000001
173,Steel Sky,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/116708802/steel-sky,1.5,-1,Sport,5.12a/b,1,,34.180409999999995,-85.81555
174,Rodeo Ride,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/106302911/rodeo-ride,1.5,-1,Trad,5.10a,1,,34.1804,-85.81700000000001
175,Plate Roof,Jaws Block/West Side Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/105943772/plate-roof,1.0,-1,TR,5.10+,1,50.0,34.1799,-85.81751
176,Open Project,Turtle Rock > Sand Rock > Alabama,https://www.mountainproject.com/route/108049385/open-project,1.0,-1,Sport,5.13+,1,40.0,34.1804,-85.81700000000001
177,Crack in the Sky,Sun Wall > Sand Rock > Alabama,https://www.mountainproject.com/route/106209500/crack-in-the-sky,1.0,-1,Trad,5.10c/d,1,80.0,34.180409999999995,-85.81555
178,Crucifix ( Hollowed Ground ),Grotto > Sand Rock > Alabama,https://www.mountainproject.com/route/106302979/crucifix-hollowed-ground,1.0,-1,Trad,5.11b/c,1,,34.18027,-85.81621
179,The Peanut,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/111607012/the-peanut,-1.0,-1,Sport,5.12c,1,,34.1792,-85.81933000000001
180,Little Jerk,The Islands > Sand Rock > Alabama,https://www.mountainproject.com/route/111607023/little-jerk,-1.0,-1,Trad,5.11c/d,1,,34.1792,-85.81933000000001
0,Holy War,Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/108668668/holy-war,3.7,-1,Sport,5.9,1,95.0,35.19166,-85.69914
1,Wristlets,White Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/105978792/wristlets,3.7,-1,Sport,5.11c/d,1,60.0,35.17953,-85.67775
2,Standing Room Only,Crime Buttress > Foster Falls > Tennessee,https://www.mountainproject.com/route/106617956/standing-room-only,3.6,-1,Sport,5.11a,1,80.0,35.17729,-85.68215
3,Something's Always Wrong,The Right Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/107301050/somethings-always-wrong,3.5,-1,Sport,5.10d,1,80.0,35.17907,-85.6792
4,Ruben,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/109079486/ruben,3.4,-1,Sport,5.9,1,90.0,35.17715,-85.68247
5,Pillsbury,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/106006449/pillsbury,3.4,-1,Sport,5.11a,1,,35.17879,-85.68004
6,Saturated,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/108440738/saturated,3.1,-1,Sport,5.8,1,90.0,35.17715,-85.68247
7,[Redacted],The Right Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/105893872/redacted,3.2,-1,Sport,5.12b,1,,35.17907,-85.6792
8,Fish-eyed Fool,The Sanford Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/105932718/fish-eyed-fool,3.1,-1,Sport,5.10b,1,70.0,35.1768,-85.68394
9,"Rode Hard, Put Up Wet",Rocket Slab > Foster Falls > Tennessee,https://www.mountainproject.com/route/106099640/rode-hard-put-up-wet,3.0,-1,Sport,5.10d,1,60.0,35.17669,-85.6842
10,Narcissism,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/106099676/narcissism,2.9,-1,Sport,5.10b,1,60.0,35.17879,-85.68004
11,Bear Mountain Picnic,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/105932699/bear-mountain-picnic,2.8,-1,Sport,5.8+,1,80.0,35.17715,-85.68247
12,Jacob's Ladder,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/105892550/jacobs-ladder,2.8,-1,Sport,5.8,1,80.0,35.17702,-85.68673000000001
13,Twist and Shout,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/106099661/twist-and-shout,2.8,-1,Sport,5.9+,1,70.0,35.17879,-85.68004
14,Ankles Away,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/105888384/ankles-away,2.8,-1,Sport,5.9,1,75.0,35.17879,-85.68004
15,Moving Target,So What Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/105892533/moving-target,2.6,-1,Sport,5.9,1,80.0,35.17917,-85.67854
16,Diamond Cutter,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/105932712/diamond-cutter,2.6,-1,Sport,5.10c,1,60.0,35.17715,-85.68247
17,Pocket Pool,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/106248042/pocket-pool,2.4,-1,Sport,5.9,1,70.0,35.17702,-85.68673000000001
18,Long Slab aka Milk Duds,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/108441605/long-slab-aka-milk-duds,2.4,-1,Sport,5.8,1,65.0,35.17879,-85.68004
19,Miss Scarlet,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/105932689/miss-scarlet,2.4,-1,Sport,5.9+,1,60.0,35.17715,-85.68247
20,Satisfaction,White Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/105978789/satisfaction,3.7,-1,Sport,5.12a,1,60.0,35.17953,-85.67775
21,Rollo,The Sanford Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/106131678/rollo,2.8,-1,Sport,5.11a,1,45.0,35.1768,-85.68394
22,Miss Prissy,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/106098664/miss-prissy,2.3,-1,Sport,5.9,1,60.0,35.17715,-85.68247
23,Mammy,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/105892528/mammy,2.2,-1,Sport,5.9,1,60.0,35.17715,-85.68247
24,Premarital Drilling,The Left Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/106508340/premarital-drilling,2.1,-1,Sport,5.10b,1,,35.1561,-85.67333
25,Gravity Boots,Rocket Slab > Foster Falls > Tennessee,https://www.mountainproject.com/route/105892543/gravity-boots,2.1,-1,Sport,5.7,1,50.0,35.17669,-85.6842
26,Afterburner,Rocket Slab > Foster Falls > Tennessee,https://www.mountainproject.com/route/105892538/afterburner,2.1,-1,Sport,5.5,1,50.0,35.17669,-85.6842
27,Thieves,Crime Buttress > Foster Falls > Tennessee,https://www.mountainproject.com/route/107585169/thieves,3.6,-1,Sport,5.12a,1,70.0,35.17729,-85.68215
28,Junkyard,The Sanford Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/106954631/junkyard,2.9,-1,Sport,5.11a,1,50.0,35.1768,-85.68394
29,The Aquittal,White Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/105978799/the-aquittal,3.4,-1,Sport,5.11b,1,60.0,35.17953,-85.67775
30,Eclipse,The Left Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/105935705/eclipse,3.7,-1,Sport,5.12c/d,1,,35.1561,-85.67333
31,Therapist,Rehab Slab > Foster Falls > Tennessee,https://www.mountainproject.com/route/105975893/therapist,2.6,-1,Sport,5.9+,1,60.0,35.1764,-85.68538000000001
32,Supersaturated,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/108805957/supersaturated,3.1,-1,Sport,5.10d,1,80.0,35.17715,-85.68247
33,Rolffed,Rehab Slab > Foster Falls > Tennessee,https://www.mountainproject.com/route/105900196/rolffed,2.6,-1,Sport,5.9+,1,60.0,35.1764,-85.68538000000001
34,Timeless Christian Values,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/106248023/timeless-christian-values,2.5,-1,Sport,5.9+,1,50.0,35.17702,-85.68673000000001
35,Story of My Life,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/111431617/story-of-my-life,3.6,-1,Sport,5.11b,1,80.0,35.17715,-85.68247
36,Mammplitude,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/106387236/mammplitude,2.4,-1,Sport,5.10a/b,1,50.0,35.17702,-85.68673000000001
37,Bottled Up Warrior,The Right Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/107132491/bottled-up-warrior,3.5,-1,Sport,5.12b,1,65.0,35.17907,-85.6792
38,Dihedral,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/106107619/dihedral,2.7,-1,Trad,5.9,1,75.0,35.17879,-85.68004
39,Finger Puppets,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/106926805/finger-puppets,3.1,-1,Sport,5.11a,1,80.0,35.17715,-85.68247
40,Sweet Surrender,Music City/The 5.9 Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/112293152/sweet-surrender,3.5,-1,Sport,5.8,1,,35.18687,-85.70102
41,Rehab,Rehab Slab > Foster Falls > Tennessee,https://www.mountainproject.com/route/105900190/rehab,2.7,-1,Sport,5.10a,1,60.0,35.1764,-85.68538000000001
42,Cold Shoulder,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/108881146/cold-shoulder,3.2,-1,Sport,5.10c,1,55.0,35.17702,-85.68673000000001
43,The Hoosier,So What Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/106775569/the-hoosier,3.2,-1,Sport,5.11c,1,45.0,35.17917,-85.67854
44,Vapor Lock,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/106654215/vapor-lock,3.5,-1,Sport,5.12a,1,70.0,35.17702,-85.68673000000001
45,Handcuffed,White Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/105978795/handcuffed,3.6,-1,Sport,5.11d,1,60.0,35.17953,-85.67775
46,Greed,Crime Buttress > Foster Falls > Tennessee,https://www.mountainproject.com/route/105946755/greed,3.7,-1,Sport,5.11d,1,85.0,35.17729,-85.68215
47,Crawdaddy,Main Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/106107592/crawdaddy,2.2,-1,Sport,5.10a,1,40.0,35.18235,-85.67385999999999
48,Tea and Strumpets,Main Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/106107605/tea-and-strumpets,2.2,-1,Sport,5.10a,1,40.0,35.18235,-85.67385999999999
49,The Big Empty,The Left Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/107131100/the-big-empty,3.7,-1,Sport,5.13b,1,45.0,35.1561,-85.67333
50,It's All Good,Gutbuster Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/105888407/its-all-good,2.6,-1,Sport,5.9+,1,50.0,35.17694,-85.68366
51,[Redacted],The Left Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/105935701/redacted,3.4,-1,Sport,5.12d,1,,35.1561,-85.67333
52,Moonscape,Gutbuster Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/106099692/moonscape,2.5,-1,Sport,5.10b,1,40.0,35.17694,-85.68366
53,Abacus,The Right Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/112063866/abacus,3.9,-1,Sport,5.13a,1,70.0,35.17907,-85.6792
54,Glass Chamber,The Right Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/108501949/glass-chamber,3.5,-1,Sport,5.12d,1,70.0,35.17907,-85.6792
55,Grey Matter,The Sanford Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/105932750/grey-matter,1.6,-1,Sport,5.9 PG13,1,70.0,35.1768,-85.68394
56,So What,So What Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/106202075/so-what,2.7,-1,Sport,5.11b,1,50.0,35.17917,-85.67854
57,Stun Gun,White Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/106309114/stun-gun,3.0,-1,Sport,5.12a,1,80.0,35.17953,-85.67775
58,First Offense,White Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/113878014/first-offense,4.0,-1,Sport,5.12a,1,,35.17953,-85.67775
59,Hurts So Good,Paradox Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/108468178/hurts-so-good,2.9,-1,Sport,5.10a,1,90.0,35.18688,-85.70023
60,Bad Girls are Good,Paradox Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/108479564/bad-girls-are-good,3.5,-1,Sport,5.10b,1,90.0,35.18688,-85.70023
61,Framed,Crime Buttress > Foster Falls > Tennessee,https://www.mountainproject.com/route/107360643/framed,3.1,-1,Sport,5.12a,1,,35.17729,-85.68215
62,Kids With Guns,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/108824792/kids-with-guns,3.8,-1,Sport,5.12d,1,65.0,35.17879,-85.68004
63,Witchy Woman,Rocket Slab > Foster Falls > Tennessee,https://www.mountainproject.com/route/106154747/witchy-woman,2.2,-1,Sport,5.10c,1,40.0,35.17669,-85.6842
64,Sibling Rivalry,Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/113602729/sibling-rivalry,2.5,-1,Sport,5.7+,1,50.0,35.19166,-85.69914
65,Slabolisius,The Left Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/111855666/slabolisius,2.8,-1,Sport,5.11c/d,1,,35.1561,-85.67333
66,The Young and the Restless,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/106954540/the-young-and-the-restless,2.1,-1,Sport,5.9,1,50.0,35.17702,-85.68673000000001
67,Crash Into Me,Music City/The 5.9 Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/108469447/crash-into-me,3.6,-1,Sport,5.11b,1,70.0,35.18687,-85.70102
68,You Big Dummy,The Sanford Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/110076088/you-big-dummy,3.2,-1,Sport,5.11d,1,50.0,35.1768,-85.68394
69,Mrs. Treated,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/106321783/mrs-treated,2.8,-1,Sport,5.11a,1,65.0,35.17702,-85.68673000000001
70,Squeeze the Trigga,The Left Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/113431155/squeeze-the-trigga,3.4,-1,Sport,5.13a,1,45.0,35.1561,-85.67333
71,Atrophy,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/107347531/atrophy,2.9,-1,Sport,5.11b/c,1,,35.17879,-85.68004
72,38 Special,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/106253491/38-special,1.9,-1,Sport,5.10a,1,50.0,35.17715,-85.68247
73,Wet Willie,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/106735995/wet-willie,2.2,-1,Sport,5.9,1,60.0,35.17715,-85.68247
74,Cracking Corona,Gutbuster Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/118817124/cracking-corona,3.5,-1,Trad,5.8,1,120.0,35.17694,-85.68366
75,Foster Child,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/106518426/foster-child,2.3,-1,Sport,5.10d,1,50.0,35.17879,-85.68004
76,Dutch Maiden,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/106248014/dutch-maiden,2.0,-1,Sport,5.10a,1,40.0,35.17702,-85.68673000000001
77,"He Said, She Said",Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/111855953/he-said-she-said,2.5,-1,Sport,5.9,2,95.0,35.19166,-85.69914
78,Sport Puppy,Gutbuster Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/111751471/sport-puppy,2.2,-1,Sport,5.8,1,60.0,35.17694,-85.68366
79,The Big One,The Sanford Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/111776534/the-big-one,3.1,-1,Sport,5.11c,1,45.0,35.1768,-85.68394
80,Skipper,Main Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/106816051/skipper,2.0,-1,Sport,5.9,1,40.0,35.18235,-85.67385999999999
81,Kill or be Killed,The Right Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/107579313/kill-or-be-killed,3.3,-1,Sport,5.13b,1,70.0,35.17907,-85.6792
82,Proposition   One,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/108441619/proposition-one,3.3,-1,Sport,5.12c,1,60.0,35.17702,-85.68673000000001
83,Mitch's Bitch,Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/108668686/mitchs-bitch,2.8,-1,Sport,5.10c/d,1,80.0,35.19166,-85.69914
84,Dummkopf,The Right Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/107926638/dummkopf,2.6,-1,Sport,5.11+,1,70.0,35.17907,-85.6792
85,Everybody Knows Fire,Dog Boy Village > Foster Falls > Tennessee,https://www.mountainproject.com/route/106103534/everybody-knows-fire,2.6,-1,Sport,5.9+,1,70.0,35.1125,-85.64214
86,Sucker Punch,Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/117061435/sucker-punch,3.0,-1,Sport,5.11a,1,70.0,35.19166,-85.69914
87,Unknown In Red Light District,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/107359326/unknown-in-red-light-district,2.9,-1,Sport,5.10a,1,,35.17702,-85.68673000000001
88,The 3 G's,Paradox Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/108479542/the-3-gs,3.0,-1,Sport,5.10c,1,90.0,35.18688,-85.70023
89,SQF,Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/117061509/sqf,3.0,-1,Sport,5.11b/c,1,95.0,35.19166,-85.69914
90,Atrophy Direct Start,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/119229513/atrophy-direct-start,3.0,-1,Sport,5.12a,1,,35.17879,-85.68004
91,Hidden in Plain Site,Paradox Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/117927990/hidden-in-plain-site,3.0,-1,Sport,5.10a,1,90.0,35.18688,-85.70023
92,[Redacted],Gutbuster Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/112385105/redacted,2.1,-1,Sport,5.9,1,,35.17694,-85.68366
93,Snake Charmer,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/106232985/snake-charmer,2.4,-1,Sport,5.11a,1,40.0,35.17715,-85.68247
94,That Orange Hat,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/106232966/that-orange-hat,2.2,-1,Sport,5.10b,1,30.0,35.17715,-85.68247
95,Cock the Hammer,The Left Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/113431230/cock-the-hammer,2.7,-1,Sport,5.12d,1,40.0,35.1561,-85.67333
96,Elephant Ears,Music City/The 5.9 Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/112293147/elephant-ears,2.8,-1,Sport,5.10b,1,,35.18687,-85.70102
97,Lay Lady Lay,Music City/The 5.9 Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/108469452/lay-lady-lay,2.8,-1,Sport,5.10a,1,70.0,35.18687,-85.70102
98,Girly Man,Paradox Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/108469393/girly-man,2.6,-1,Sport,5.11a/b,1,90.0,35.18688,-85.70023
99,On the Side,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/106099570/on-the-side,2.1,-1,Trad,5.8,1,50.0,35.17702,-85.68673000000001
100,Tit for Tat,Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/108480351/tit-for-tat,2.6,-1,Sport,5.10d,1,80.0,35.19166,-85.69914
101,Liars,Crime Buttress > Foster Falls > Tennessee,https://www.mountainproject.com/route/110551917/liars,2.7,-1,Sport,5.12c,1,70.0,35.17729,-85.68215
102,Reptile,Snatch Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/106654234/reptile,2.7,-1,Sport,5.12a,1,80.0,35.18235,-85.67385999999999
103,Golden Girl,Dog Boy Village > Foster Falls > Tennessee,https://www.mountainproject.com/route/106103545/golden-girl,2.2,-1,Sport,5.10c,1,70.0,35.1125,-85.64214
104,Size Matters,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/108469460/size-matters,2.3,-1,Sport,5.10b,1,70.0,35.17702,-85.68673000000001
105,Pond Scum,Main Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/106816035/pond-scum,1.7,-1,Sport,5.10,1,40.0,35.18235,-85.67385999999999
106,Hola bitch,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/118628773/hola-bitch,2.5,-1,Sport,5.10d,1,,35.17715,-85.68247
107,Shock and Awe,Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/111888106/shock-and-awe,2.5,-1,Sport,5.11b/c,1,90.0,35.19166,-85.69914
108,Crimp Knob,The Dihedrals > Foster Falls > Tennessee,https://www.mountainproject.com/route/116500530/crimp-knob,2.3,-1,Sport,5.13a,1,65.0,35.17879,-85.68004
109,Dirty Corner,The Left Bunker > Foster Falls > Tennessee,https://www.mountainproject.com/route/112929993/dirty-corner,2.3,-1,Trad,5.8,1,40.0,35.1561,-85.67333
110,La Pistola,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/106812927/la-pistola,1.8,-1,Sport,5.12a,1,30.0,35.17715,-85.68247
111,Iron Buns,Crime Buttress > Foster Falls > Tennessee,https://www.mountainproject.com/route/113089564/iron-buns,2.3,-1,Sport,5.11d,1,,35.17729,-85.68215
112,Humane Bomb,Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/108480324/humane-bomb,2.3,-1,Sport,5.11a,1,80.0,35.19166,-85.69914
113,Arete Butler,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/105932707/arete-butler,1.6,-1,Sport,5.9,1,70.0,35.17715,-85.68247
114,Wedgie,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/106737345/wedgie,1.9,-1,Sport,5.10b/c,1,50.0,35.17715,-85.68247
115,One Hand in my Pocket and the Other on a Stout,The Red Light District > Foster Falls > Tennessee,https://www.mountainproject.com/route/108469466/one-hand-in-my-pocket-and-the-other-on-a-stout,2.2,-1,Sport,5.11b,1,70.0,35.17702,-85.68673000000001
116,Bottom Feeder,White Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/105893863/bottom-feeder,1.6,-1,Sport,5.12a,1,,35.17953,-85.67775
117,Vividly Grey,Paradox Wall > Foster Falls > Tennessee,https://www.mountainproject.com/route/108668632/vividly-grey,2.0,-1,Sport,5.10a,1,90.0,35.18688,-85.70023
118,You can't email your way into heaven,Jimmywood > Foster Falls > Tennessee,https://www.mountainproject.com/route/113602305/you-cant-email-your-way-into-heaven,2.0,-1,Trad,5.8,1,60.0,35.17715,-85.68247
119,Unknown,Gutbuster Area > Foster Falls > Tennessee,https://www.mountainproject.com/route/109223159/unknown,1.8,-1,Trad,5.6,1,60.0,35.17694,-85.68366
120,Panty Raid,Wall of Useless Conflict > Foster Falls > Tennessee,https://www.mountainproject.com/route/114787182/panty-raid,1.8,-1,Sport,5.9,1,80.0,35.19166,-85.69914
